respid,constituency.x,urban.x,old_branch_position,ps2018_contestant,won_seat,ps2018_contest_position,years_active_npp,age,female,chief_relative,pol_relative,da_relative,constexec_relative,mpdce_relative,local_eth_minority,lives_outside_ps,years_comm,formal_sector,helps_comm_w_party,helps_comm_w_da,helps_party_idcomm,campaign_canvass,campaign_gifts,campaign_jobs,campaign_assistance,campaign_workwchief,campaign_orgevents,campaign_orgrallies,campaign_orgtransport,campaign_drivevoters,yea_since2016.x,gov_loan_since2016.x,training_since2016.x,paid_for_campaign,paid_for_camp_money,paid_for_camp_loan,paid_for_camp_cloth,paid_for_camp_food,paid_for_camp_credit,paid_for_camp_bicycle,paid_for_camp_moto,paid_for_camp_phone,paid_post_camp_loan.x,paid_post_camp_bicycle.x,paid_post_camp_moto.x,paid_post_camp_contracts.x,paid_post_camp_job.x,paid_post_camp_training.x,contestation_type,wealth_index_2km.x,npp_const_2016.x,comp_const_2016.x,cxn_down_percentage_correct_full,cxn_up_percentage_correct_full,pres2012_ps_margin,bio_educ_three,cpgn_brok_index,broker_down,broker_up,asset_index,petty_trader,cxn_up_constexecs,cxn_up_bureaucrats,cxn_up_politicians,asset_total.x,payments.increase_pay_open,version.y,asset_total.y,yea_since2016.y,gov_loan_since2016.y,training_since2016.y,paid_post_camp_loan.y,paid_post_camp_bicycle.y,paid_post_camp_moto.y,paid_post_camp_contracts.y,paid_post_camp_job.y,paid_post_camp_training.y,cxn_up_percentage_correct_full_w2,cxn_up_constexecs_w2,cxn_up_bureaucrats_w2,cxn_up_politicians_w2,expected_personal_category1.x,expected_personal_category2.x,expected_personal_category3.x,expected_personal_category4.x,expected_personal_category1.y,expected_personal_category2.y,expected_personal_category3.y,expected_personal_category4.y,job_immed,job_after,train_immed,train_after,loan_immed,loan_after,bike_moto_immed,bike_moto_after,contracts_immed,contracts_after,big_pat_immed,big_pat_after,big_pat_total,big_pat_after2,small_pat_immed,small_pat_after,small_pat_total,cloth_immed,cloth_after,food_immed,food_after,money_immed,money_after,inputs_immed,inputs_after,electronics_immed,electronics_after,nothing_immed,nothing_after,change_econ_retro,change_consumer_conf,change_total_assets,npp12to16_ps_swing.NEW,helps_comm_w_party.y,helps_comm_w_da.y,helps_party_idcomm.y,howto_paid_r1,howto_paid_r2,howto_cxnup,howto_effort_performance,km_to_capital_wave1,broker_up.y,broker_down.y,current_exec,newly_elected,change_cnx_up,swing_2012_2016_const,npp_rawvotes,anon.ps.name,paid_camp_big,paid_for_camp_bike_moto,paid_camp_small,expects.accomodation,expects.bur.favors,expects.fees,expects.cash,expects.inputs,expects.job,expects.job.family,expects.loan,expects.moto,expects.other,not_paid_for_campaign,nothing_start_to_immed,nothing_start_to_after,major_start_to_immed,major_start_to_after,minor_start_to_immed,minor_start_to_after
10072,assin_south,0,1,1,1,chair,19,32,0,0,1,1,0,0,1,0,32,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,uncontested,0.4871597,1,0,0.458333333333333,0.64,0.109442060085837,2,9,0,1,6,0,0.9,0,1,6,There is none,V13,7,0,0,0,0,0,0,0,0,0,0.72,0.8,0.375,1,contracts,,,,cash,contracts,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.144158035859611,1,1,1,impossible,,0,0,24.2925165965802,1,1,1,0,0.08,0.081981297174634,91,PS23,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
10073,assin_south,0,0,1,1,secretary,6,27,0,0,0,0,0,0,1,0,10,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.4871597,1,0,0.166666666666667,0.2,0.109442060085837,2,3,0,0,7,0,0.1,0.125,0.428571428571429,7,To work harder,V13,6,0,0,0,0,0,0,0,0,0,0.32,0.2,0.125,0.714285714285714,,,,,school admissions,job,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1,0.144158035859611,0,0,0,greater_effort,,0,1,24.2925165965802,0,0,1,1,0.12,0.081981297174634,91,PS23,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
10074,assin_south,0,1,1,1,women_org,10,41,1,0,1,0,1,0,0,0,13,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.4871597,1,0,0.416666666666667,0.52,0.109442060085837,1,8,1,1,4,0,0.7,0.25,0.571428571428571,4,There is nothing more I can do again,V13,4,0,1,0,1,0,0,0,0,0,0.56,0.7,0.375,0.571428571428571,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.144158035859611,0,0,0,impossible,,0,0,24.2925165965802,0,0,1,0,0.04,0.081981297174634,91,PS23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
10075,assin_south,0,0,1,1,org,18,33,0,0,0,0,0,0,1,0,29,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,0.4871597,1,0,0.333333333333333,0.08,0.109442060085837,2,8,1,1,7,0,0,0,0.285714285714286,7,I was born in to it,V13,4,1,0,1,0,0,0,0,1,0,0.32,0.3,0.125,0.571428571428571,,,,,,,,,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,-1,-1,-3,0.144158035859611,0,0,0,NA,,NA,NA,24.2925165965802,0,0,1,1,0.24,0.081981297174634,91,PS23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
90001,assin_south,0,1,1,0,youth_org,16,30,0,1,0,0,0,0,1,0,20,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,0.4871597,1,0,0.0416666666666667,0.04,0.109442060085837,1,5,1,1,3,0,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,24.2925165965802,NA,NA,0,0,NA,0.081981297174634,91,PS23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,0,NA
90002,assin_south,0,0,1,0,youth_org,22,37,0,1,1,0,1,0,1,0,15,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,0.4871597,1,0,0.0416666666666667,0,0.109442060085837,1,3,0,0,4,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,24.2925165965802,NA,NA,0,0,NA,0.081981297174634,91,PS23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,0,NA,0,NA
10269,assin_south,0,1,1,1,org,26,42,0,0,0,0,0,0,0,0,20,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.9116369,1,0,0.666666666666667,0.12,0.411764705882353,1,7,0,0,4,0,0.1,0,0.285714285714286,4,Continue speaking to elders,V12,4,0,0,0,0,0,0,0,0,0,0.16,0.1,0.125,0.285714285714286,cash,,,,job,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0.0266884531590413,0,1,0,connect_up,,1,0,20.1040598020645,1,0,1,0,0.04,0.081981297174634,1,PS24,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
10270,assin_south,0,1,1,1,women_org,26,47,1,0,0,0,0,0,0,0,30,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.9116369,1,0,0.666666666666667,0.12,0.411764705882353,1,6,0,0,3,0,0.1,0,0.285714285714286,3,Will continue to garner votes for the party,V12,3,0,0,0,0,0,0,0,0,0,0.16,0.1,0,0.428571428571429,,,,,loan,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.0266884531590413,0,0,0,performance,,0,1,20.1040598020645,0,0,1,0,0.04,0.081981297174634,1,PS24,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1
10271,assin_south,0,1,1,1,secretary,18,33,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.9116369,1,0,0.75,0.8,0.411764705882353,3,9,0,1,8,0,0.9,0.5,1,8,If I am able to canvass more votes in the upcoming 2020 elections,V12,7,0,0,0,0,0,0,0,0,0,0.68,0.6,0.5,1,,,,,job,contracts,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,-1,0.0266884531590413,1,0,1,performance,,0,1,20.1040598020645,1,1,1,0,-0.12,0.081981297174634,1,PS24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
10272,assin_south,0,1,0,NA,NA,26,59,0,0,0,0,0,0,0,0,32,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-0.9116369,1,0,0.541666666666667,0.12,0.411764705882353,1,0,1,1,4,0,0,0,0.428571428571429,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0266884531590413,NA,NA,NA,NA,,NA,NA,20.1040598020645,NA,NA,NA,0,NA,0.081981297174634,1,PS24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA
10273,assin_south,0,1,0,NA,NA,18,59,1,0,0,0,0,0,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-0.9116369,1,0,0.583333333333333,0.04,0.411764705882353,1,0,0,0,4,0,0,0,0.142857142857143,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,job for family,,,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0266884531590413,NA,NA,NA,NA,,NA,NA,20.1040598020645,NA,NA,NA,0,NA,0.081981297174634,1,PS24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,NA
10266,assin_south,0,1,1,1,chair,26,48,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.9116369,1,0,0.625,0.52,0.411764705882353,1,7,0,0,4,0,0.6,0.125,0.857142857142857,4,Demonstration to register our protest to the elders,V12,2,0,0,0,0,0,0,0,0,0,0.56,0.6,0.25,0.857142857142857,job for family,,,,loan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,-1,-1,-2,0.0266884531590413,1,1,0,protest_party_leadership,,0,0,20.1040598020645,1,0,1,0,0.04,0.081981297174634,1,PS24,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1
10267,assin_south,0,1,1,1,youth_org,14,36,0,0,1,1,0,0,0,0,36,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,uncontested,-0.9116369,1,0,0.583333333333333,0.16,0.411764705882353,1,5,0,1,5,0,0,0.125,0.428571428571429,5,I was born into the party,V12,4,0,0,0,0,0,0,0,0,0,0.12,0,0.125,0.285714285714286,loan,,,,school admissions,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,0.0266884531590413,0,0,1,NA,,NA,NA,20.1040598020645,0,1,1,0,-0.04,0.081981297174634,1,PS24,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
10268,assin_south,0,0,1,0,org,6,27,0,1,0,0,0,0,0,0,27,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.9116369,1,0,0.666666666666667,0.04,0.411764705882353,2,4,0,1,2,0,0,0,0.142857142857143,2,There is no hope on that.,V12,4,0,0,0,0,0,0,0,1,0,0.08,0,0,0.285714285714286,,,,,job,,,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,2,0.0266884531590413,0,0,0,impossible,,0,0,20.1040598020645,0,0,0,0,0.04,0.081981297174634,1,PS24,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
10607,assin_south,0,1,1,1,secretary,26,66,0,0,0,0,0,0,0,0,34,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.4269691,1,0,0.5,0.32,0.00310559006211181,2,7,0,1,5,0,0.3,0,0.714285714285714,5,"Don't know because we have been pressing on our demands ,yet know better response",V12,6,0,0,0,0,0,0,0,0,0,0.24,0.1,0,0.714285714285714,,,,,inputs,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,0,1,0.0443197755960733,0,0,0,NA,,0,0,18.2312704680492,0,0,1,0,-0.08,0.081981297174634,8,PS25,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
10606,assin_south,0,0,1,1,youth_org,6,24,0,0,0,0,0,0,0,0,24,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,backroom,-0.4269691,1,0,0.458333333333333,0.08,0.00310559006211181,1,5,0,0,4,0,0,0,0.285714285714286,4,There is nothing more I can do,V12,4,0,0,0,0,0,0,0,0,0,0.12,0,0.125,0.285714285714286,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,-1,0,0,0.0443197755960733,0,0,1,impossible,,0,0,18.2312704680492,0,1,1,1,0.04,0.081981297174634,8,PS25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
10611,assin_south,0,1,1,0,women_org,26,55,1,0,1,0,0,0,0,0,34,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.4269691,1,0,0.458333333333333,0.24,0.00310559006211181,1,8,0,1,5,0,0.3,0,0.428571428571429,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,contracts,,,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0443197755960733,NA,NA,NA,NA,,NA,NA,18.2312704680492,NA,NA,0,0,NA,0.081981297174634,8,PS25,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,NA,0,NA,0,NA
10608,assin_south,0,0,1,0,women_org,18,32,1,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.4269691,1,0,0.541666666666667,0.04,0.00310559006211181,1,3,0,0,1,0,0,0,0.142857142857143,1,Polling executives should put more pressure on the MCE and MP because they are our leaders,V13,3,1,0,0,0,0,0,0,1,1,0.12,0,0.125,0.285714285714286,loan,,,,loan,,,,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,2,0.0443197755960733,0,0,0,connect_up,,1,0,18.2312704680492,0,0,0,0,0.08,0.081981297174634,8,PS25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
10609,assin_south,0,1,1,1,chair,12,37,0,1,1,1,0,0,1,0,37,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,uncontested,-0.4269691,1,0,0.458333333333333,0.72,0.00310559006211181,2,8,0,1,8,0,0.7,0.5,1,8,Continue to increase the number of votes,V13,7,0,0,0,0,0,0,0,0,0,0.6,0.6,0.25,1,,,,,loan,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,-1,0.0443197755960733,0,1,0,performance,,0,1,18.2312704680492,1,0,1,0,-0.12,0.081981297174634,8,PS25,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
10610,assin_south,0,1,1,1,org,26,56,0,1,1,1,0,0,1,0,56,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.4269691,1,0,0.375,0.16,0.00310559006211181,1,8,0,1,4,0,0.1,0.125,0.285714285714286,4,Visiting the DC at his office and express my concerns,V12,2,1,0,0,0,0,0,0,1,0,0.12,0,0.125,0.285714285714286,job for family,,,,inputs,,,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-2,0.0443197755960733,0,0,1,connect_up,,1,0,18.2312704680492,0,1,1,0,-0.04,0.081981297174634,8,PS25,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
10612,assin_south,0,0,1,0,secretary,18,40,0,0,1,1,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.4269691,1,0,0.375,0.12,0.00310559006211181,2,1,0,0,3,0,0,0.25,0.142857142857143,3,Organise as a party and petition the District Assembly,V12,4,0,0,0,0,0,0,0,0,0,0.08,0,0,0.285714285714286,job for family,,,,inputs,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0.0443197755960733,0,0,0,connect_up,,1,0,18.2312704680492,0,0,0,0,-0.04,0.081981297174634,8,PS25,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
10613,assin_south,0,0,1,1,women_org,12,34,1,1,1,1,0,0,0,0,13,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.4269691,1,0,0.541666666666667,0.08,0.00310559006211181,1,2,0,0,2,0,0,0,0.285714285714286,2,Calling party officials as a group to press on those needs,V12,2,1,1,0,1,0,0,0,1,0,0.28,0.3,0,0.571428571428571,loan,,,,loan,,,,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,0,0.0443197755960733,1,0,0,connect_up,,1,0,18.2312704680492,1,0,1,1,0.2,0.081981297174634,8,PS25,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0
10614,assin_south,0,0,1,0,org,10,31,0,1,1,1,0,0,1,0,31,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.4269691,1,0,0.25,0.12,0.00310559006211181,2,8,0,1,6,0,0,0,0.428571428571429,6,There is nothing I can do again,V12,4,0,0,0,0,0,0,0,0,0,0.24,0.1,0.125,0.571428571428571,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,-2,0.0443197755960733,0,0,0,impossible,,0,0,18.2312704680492,0,0,0,0,0.12,0.081981297174634,8,PS25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
10897,assin_south,0,1,1,1,women_org,18,55,1,0,0,0,0,0,0,0,40,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,uncontested,-0.8158086,1,0,0.75,0.24,0.362790697674419,1,8,0,1,5,0,0.4,0,0.285714285714286,5,We have been speaking with the DCE and we will continue to speak with them on our concerns,V13,5,0,0,1,0,0,0,0,1,1,0.24,0.2,0.125,0.428571428571429,job for family,,,,job for family,"motorvehicles (car, moto)",,,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0.0718174804364596,1,0,0,connect_up,,1,0,22.7982686358288,1,0,1,0,0,0.081981297174634,14,PS26,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
10898,assin_south,0,1,0,NA,NA,26,60,0,0,0,0,0,0,1,0,23,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,-0.8158086,1,0,0.416666666666667,0.04,0.362790697674419,1,7,0,1,2,0,0,0,0.142857142857143,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,NA,NA,NA,0.0718174804364596,NA,NA,NA,NA,,NA,NA,22.7982686358288,NA,NA,NA,0,NA,0.081981297174634,14,PS26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,0,NA,0,NA
10895,assin_south,0,1,1,0,secretary,9,31,1,0,1,0,0,0,0,0,8,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.8158086,1,0,0.666666666666667,0.32,0.362790697674419,2,8,0,1,4,0,0.2,0.25,0.571428571428571,4,The executives need to petition   the party officials to come to their rescue,V13,4,0,0,0,0,0,0,0,1,0,0.32,0.1,0.375,0.571428571428571,,,,,"motorvehicles (car, moto)",inputs,,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0718174804364596,0,0,0,connect_up,,1,0,22.7982686358288,0,0,0,0,0,0.081981297174634,14,PS26,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
10896,assin_south,0,1,1,1,org,26,46,0,1,0,0,0,0,0,0,30,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,uncontested,-0.8158086,1,0,0.833333333333333,0.16,0.362790697674419,1,8,0,1,2,0,0.2,0,0.285714285714286,2,"For instance, I spent my own money in mobilizing potential voters for the just-ended limited voters registration exercise",V13,4,1,0,0,0,0,0,0,1,0,0.2,0.2,0.125,0.285714285714286,,,,,loan,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.0718174804364596,1,1,0,greater_effort,,0,1,22.7982686358288,1,0,1,0,0.04,0.081981297174634,14,PS26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
10892,assin_south,0,0,1,1,youth_org,14,30,0,1,1,0,0,0,0,0,30,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,contested,-0.8158086,1,0,0.875,0.12,0.362790697674419,2,1,1,1,3,0,0,0,0.428571428571429,3,Mobilize the youth for the party,V13,3,1,0,0,0,0,0,0,1,0,0.12,0.1,0,0.285714285714286,job,,,,job,,,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0718174804364596,1,1,1,performance,,0,1,22.7982686358288,1,1,1,1,0,0.081981297174634,14,PS26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
10893,assin_south,0,1,1,0,youth_org,18,32,0,1,0,0,0,0,0,0,32,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.8158086,1,0,0.791666666666667,0.12,0.362790697674419,1,7,0,1,3,0,0.1,0,0.285714285714286,3,The assemblyman should lead the elders to go to the DCE and press on our concerns,V13,3,0,0,0,0,0,0,0,0,0,0.16,0.1,0,0.428571428571429,,,,,job,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0.0718174804364596,0,0,0,connect_up,,1,0,22.7982686358288,0,0,0,0,0.04,0.081981297174634,14,PS26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
10894,assin_south,0,0,1,1,chair,22,49,0,0,0,0,0,0,0,0,48,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,contested,-0.8158086,1,0,0.708333333333333,0.12,0.362790697674419,1,1,0,1,4,0,0,0,0.428571428571429,4,I should work harder for the party,V13,4,0,0,0,0,0,0,0,0,0,0.24,0.2,0.125,0.428571428571429,job,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0718174804364596,0,0,0,greater_effort,,0,1,22.7982686358288,0,0,1,1,0.12,0.081981297174634,14,PS26,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
10901,assin_south,0,0,1,1,secretary,10,26,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,backroom,-0.8158086,1,0,0.916666666666667,0.12,0.362790697674419,2,0,0,0,2,0,0,0.125,0.285714285714286,2,Writing petitions to the DCE,V13,2,1,0,1,0,0,0,0,1,1,0.32,0.2,0.125,0.714285714285714,,,,,job,,,,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0.0718174804364596,1,0,1,connect_up,,1,0,22.7982686358288,1,1,1,1,0.2,0.081981297174634,14,PS26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1
